Position	Name	Country	Shooting	Speed	Defense	Goalkeeping	Overall	Rank	Region	Age
MID	Danijel Katic	Croatia	39	26	28	0	30.0139	228	Mediterranean	36
MID	Tomas Arias	Argentina	38	24	33	0	29.9938	229	International	25
MID	Nigel Clarke	Barbados	28	34	22	0	29.8428	230	America	24
MID	Jordan Kiki	Benin	30	31	26	0	29.813	231	International	35
MID	Mohamed Shiboub	Sudan	34	30	24	0	29.8034	232	Mediterranean	24
MID	Manel Trabelsi	Tunisia	33	28	29	0	29.7833	233	Mediterranean	31
MID	Luís Amade	Mozambique	22	27	42	0	29.7722	234	International	28
MID	Jameel Al-Yahyaei	Oman	24	33	27	0	29.5824	235	Mediterranean	31
MID	Patrick Miller	Jamaica	22	33	29	0	29.5822	236	America	27
MID	Abdullah Nasser	Kuwait	24	30	33	0	29.5524	237	Mediterranean	28
MID	Sidiki Togola	Mali	23	30	34	0	29.5523	238	International	30
MID	Camilo Hamada	Palestine	26	29	33	0	29.5426	239	Mediterranean	32
MID	Nestor Montoya	Colombia	31	28	30	0	29.5331	240	International	31
MID	Rainford Shonga	Zambia	31	27	32	0	29.5231	241	International	27
MID	Abdullah Al-Aswad	Bahrain	30	26	35	0	29.513	242	Mediterranean	28
MID	Benjamin Webb	England	35	20	42	0	29.4535	243	Prime	26
MID	Nor Marlias	Malaysia	34	29	24	0	29.2934	244	International	29
MID	Ilkay Gundogan	Germany	34	25	32	0	29.2534	245	Prime	31
MID	Jae-sung Kim	South Korea	34	24	34	0	29.2434	246	International	31
MID	Hassan Elsayed	Egypt	27	23	43	0	29.2327	247	Mediterranean	32
MID	Pablo Rivero	Venezuela	32	31	21	0	29.0632	248	International	32
MID	Mahmoud Battat	Palestine	25	31	28	0	29.0625	249	Mediterranean	35
MID	Joan Arias	Spain	31	30	24	0	29.0531	250	Mediterranean	34
MID	Fabio Gasperoni	San Marino	28	29	29	0	29.0428	251	Mediterranean	29
MID	Johanna Timbe	Kenya	33	28	26	0	29.0333	252	International	28
MID	Isak Kristiansen	Greenland	30	28	29	0	29.033	253	America	28
MID	Fares Abdelrahman	Sudan	35	27	26	0	29.0235	254	Mediterranean	28
MID	Chris Moreno	Gibraltar	27	27	34	0	29.0227	255	Mediterranean	27
MID	Florian Gruber	Austria	24	27	37	0	29.0224	256	Europe	29
MID	Jérôme Métanire	Madagascar	31	26	32	0	29.0131	257	International	23
MID	Henri Moreau	Belgium	37	25	28	0	29.0037	258	Prime	26
MID	Ivan Garzon	Colombia	30	21	43	0	28.963	259	International	36
MID	Laurent Schroeder	Luxembourg	21	33	27	0	28.8321	260	Europe	26
MID	Lars Heilmann	Greenland	26	32	24	0	28.8226	261	America	37
MID	Basilio Obiang	Equatorial Guinea	24	31	28	0	28.8124	262	International	40
MID	Sani Hassan	Nigeria	22	29	34	0	28.7922	263	International	27
MID	Ousmane Nana	Burkina Faso	32	28	26	0	28.7832	264	International	26
MID	Omer Koc	Turkey	28	27	32	0	28.7728	265	Mediterranean	31
MID	Pierre Micallef	Malta	29	26	33	0	28.7629	266	Mediterranean	25
MID	Ali Brahimi	Algeria	35	23	33	0	28.7335	267	Mediterranean	29
MID	Franja Blazevic	Croatia	27	22	43	0	28.7227	268	Mediterranean	31
MID	Danjal Hojgaard	Faroe Islands	23	35	20	0	28.6023	269	Europe	29
MID	Mostafa Hassan	Egypt	23	34	22	0	28.5923	270	Mediterranean	36
MID	Francois Bayo	Guinea	22	34	23	0	28.5922	271	International	30
MID	Ignatius Williams	Saint Lucia	26	33	21	0	28.5826	272	America	26
MID	Assan Barrow	The Gambia	24	33	23	0	28.5824	273	International	25
MID	Francisco Flores	Bolivia	30	30	23	0	28.553	274	International	35
MID	Oussama Kadiri	Morocco	33	27	26	0	28.5233	275	Mediterranean	31
MID	Geir Gundersen	Norway	26	26	35	0	28.5126	276	Europe	31
MID	Osvaldo Gonçalves	Indonesia	42	25	21	0	28.5042	277	International	32
MID	Majed Sultan	United Arab Emirates	26	22	43	0	28.4726	278	Mediterranean	27
MID	Yuriy Shevchenko	Belarus	21	32	27	0	28.3221	279	Europe	30
MID	Vadim Tarasevich	Belarus	26	31	24	0	28.3126	280	Europe	36
MID	Samba Sene	Senegal	31	29	23	0	28.2931	281	International	37
MID	Alvin Tehau	Tahiti	26	27	32	0	28.2726	282	International	23
MID	Siegfried Huber	Germany	21	26	39	0	28.2621	283	Prime	31
MID	Johann Brunner	Austria	28	22	40	0	28.2228	284	Europe	28
MID	Enrico Mariotti	Vatican City	27	30	24	0	28.0527	285	Mediterranean	30
MID	Cole Miller	Canada	22	26	37	0	28.0122	286	America	23
MID	Anatolie Rotari	Moldova	26	25	35	0	28.0026	287	Europe	26
MID	Joel Gaillard	France	32	21	37	0	27.9632	288	Prime	23
MID	Micah Donga	Solomon Islands	27	31	21	0	27.8127	289	International	34
MID	Demetris Nicolaou	Cyprus	24	30	26	0	27.8024	290	Mediterranean	30
MID	Jameel Al-Subhi	Oman	21	29	31	0	27.7921	291	Mediterranean	29
MID	Kendry Torres	Ecuador	29	28	25	0	27.7829	292	International	35
MID	Jan Frankowski	Poland	31	26	27	0	27.7631	293	Europe	28
MID	Chris Rolle	Bahamas	28	23	36	0	27.7328	294	America	32
MID	Youssouf Daouda	Niger	32	21	36	0	27.7132	295	International	35
MID	Akmal Umarov	Uzbekistan	23	30	26	0	27.5523	296	International	33
MID	Adriano Ibarra	Argentina	27	29	24	0	27.5427	297	International	30
MID	Mathew Amos	Papua New Guinea	25	29	26	0	27.5425	298	International	30
MID	Franjo Ivanovic	Croatia	24	30	24	0	27.3024	299	Mediterranean	31
MID	Mariano Delgado	Argentina	27	29	23	0	27.2927	300	International	36
MID	Brian Kalo	Vanuatu	26	24	34	0	27.2426	301	International	36
MID	Luiz Gomes	Brazil	30	23	32	0	27.233	302	International	29
MID	Stoppila Mwepu	Zambia	24	31	21	0	27.0624	303	International	24
MID	Dmitri Kivi	Estonia	27	30	20	0	27.0527	304	Europe	24
MID	Arturas Jankauskas	Lithuania	30	28	21	0	27.033	305	Europe	30
MID	Hassan Ulimwengu	Tanzania	24	28	27	0	27.0324	306	International	31
MID	Hamdou Saltou	Libya	23	28	28	0	27.0323	307	Mediterranean	29
MID	El Fardou Abdou	Comoros	35	26	20	0	27.0135	308	International	29
MID	Ali Al-Malki	Saudi Arabia	23	26	32	0	27.0123	309	Mediterranean	26
MID	Sergejs Vasiljevs	Latvia	32	20	35	0	26.9532	310	Europe	35
MID	Que Ngoc Hai	Vietnam	31	20	36	0	26.9531	311	International	30
MID	Luca Rossetti	Italy	22	27	30	0	26.7722	312	Mediterranean	29
MID	Nuriddin Ergashev	Tajikistan	32	25	24	0	26.7532	313	International	30
MID	Rouzbeh Ezatolahi	Iran	32	21	32	0	26.7132	314	Mediterranean	35
MID	Joseph Ssekajja	Uganda	25	30	20	0	26.5525	315	International	31
MID	Antonio Martinez	Belize	25	28	24	0	26.5325	316	America	25
MID	Valery Duishobekov	Kyrgyzstan	33	26	20	0	26.5133	317	Europe	32
MID	Rustam Yuspov	Uzbekistan	28	24	29	0	26.4928	318	International	37
MID	David Kelly	Australia	32	22	29	0	26.4732	319	International	33
MID	Roberto Colon	Puerto Rico	34	20	31	0	26.4534	320	America	29
MID	Ibrahim Odeh	Jordan	27	26	25	0	26.2627	321	Mediterranean	31
MID	Marcos Lozano	Spain	25	23	33	0	26.2325	322	Mediterranean	25
MID	Ebrima Sanneh	The Gambia	32	22	28	0	26.2232	323	International	29
MID	Robenson Laguerre	Haiti	31	26	20	0	26.0131	324	America	31
MID	Jan Horvath	Slovakia	23	26	28	0	26.0123	325	Europe	23
MID	Philip Ifunaoa	Solomon Islands	25	25	28	0	26.0025	326	International	36
MID	Guelor Lemina	Gabon	32	22	27	0	25.9732	327	International	28
MID	Farizal Sumareh	Malaysia	30	22	29	0	25.973	328	International	27
MID	Slobodan Scekic	Montenegro	22	21	39	0	25.9622	329	Mediterranean	30
MID	Otabek Aliqulov	Uzbekistan	26	20	37	0	25.9526	330	International	32
MID	Yaser Wadi	Palestine	20	28	26	0	25.782	331	Mediterranean	35
MID	Daniel Ortiz	Honduras	21	27	27	0	25.7721	332	America	32
MID	Zhang Guangtai	China	30	26	20	0	25.763	333	International	36
MID	Eric Olunga	Kenya	31	23	25	0	25.7331	334	International	29
MID	Ramon Jaramillo	Ecuador	30	23	26	0	25.733	335	International	28
MID	Paolo Cameroni	Vatican City	23	23	33	0	25.7323	336	Mediterranean	33
MID	Xavier Gomes	Andorra	22	29	21	0	25.5422	337	Mediterranean	27
MID	Ilaix Guirassy	Guinea	21	29	22	0	25.5421	338	International	27
MID	Joaquim dos Reis	Brazil	21	29	22	0	25.5421	339	International	28
MID	Simon Kossounou	Cote d'Ivoire	32	22	25	0	25.4732	340	International	35
MID	Gerardo Calvo	Costa Rica	28	22	29	0	25.4728	341	America	29
MID	Mahmoud Abdul-Karim	Iraq	21	28	23	0	25.2821	342	Mediterranean	29
MID	Olivier Sessègnon	Benin	27	26	21	0	25.2627	343	International	32
MID	Kieffer Moore	Wales	27	24	25	0	25.2427	344	Prime	33
MID	Rosangelo da Paulo	Brazil	25	23	29	0	25.2325	345	International	31
MID	Elhadji Ka	Senegal	28	22	28	0	25.2228	346	International	31
MID	Pietro Greco	Italy	25	21	33	0	25.2125	347	Mediterranean	30
MID	David Santos	Gibraltar	22	28	21	0	25.0322	348	Mediterranean	35
MID	Jaime Rojas	Peru	30	24	20	0	24.743	349	International	27
MID	Dejan Karlstrom	Sweden	27	23	25	0	24.7327	350	Europe	23
MID	Oumar Sangare	Mali	20	23	32	0	24.732	351	International	28
MID	Elmer Campos	El Salvador	21	20	37	0	24.7021	352	America	29
MID	Salote Prakash	Fiji	26	24	23	0	24.4926	353	America	34
MID	Saleh Elhouni	Libya	25	23	26	0	24.4825	354	Mediterranean	26
MID	Philip Murray	Ireland	22	23	29	0	24.4822	355	Prime	35
MID	Misagh Etheridge	Philippines	24	22	29	0	24.4724	356	International	32
MID	Sandesh Borges	India	28	21	27	0	24.4628	357	International	35
MID	John Edwards	Jamaica	20	26	24	0	24.262	358	America	27
MID	Bilal El-Qadah	Jordan	22	22	30	0	24.2222	359	Mediterranean	30
MID	Michael Biedermann	Liechtenstein	28	21	26	0	24.2128	360	Europe	32
MID	Francis O'Hagan	Northern Ireland	24	22	27	0	23.9724	361	Prime	31
MID	Sajjad Ali	Iraq	24	25	20	0	23.7524	362	Mediterranean	31
MID	Emil Petrov	Bulgaria	27	22	23	0	23.7227	363	Europe	27
MID	Francesco Berardi	San Marino	30	21	21	0	23.463	364	Mediterranean	26
MID	Reinhard Kohler	Germany	29	21	21	0	23.2129	365	Prime	29
MID	Samuel Ajayi	Nigeria	23	21	27	0	23.2123	366	International	26
MID	Richard Gustave	Saint Lucia	22	20	29	0	22.9522	367	America	33
MID	Roger Simpson	New Zealand	27	20	23	0	22.7027	368	International	36
MID	Heri Rasmussen	Faroe Islands	25	20	25	0	22.7025	369	Europe	36
MID	Supachai Dangda	Thailand	27	20	22	0	22.4527	370	International	31
MID	Ihlas Mlapa	Togo	22	23	20	0	22.2322	371	International	30
MID	Sergey Petrov	Russia	24	22	20	0	22.2224	372	Europe	35
MID	Noor Faisal	Jordan	26	20	21	0	21.9526	373	Mediterranean	38
MID	Joseph Sali	Cameroon	21	20	23	0	21.2021	374	International	29
